>> Method, Nduas, Uduas, Rduas, UduaPerc, RduaPerc, Time_s, Time_ms
@@ org.apache.commons.math3.linear.ArrayFieldVector.mapSubtract,17,2,4,11.76470588235294,23.52941176470588,0,0
@@ org.apache.commons.math3.linear.ArrayFieldVector.mapSubtractToSelf,14,2,4,14.285714285714285,28.57142857142857,0,0
@@ org.apache.commons.math3.linear.ArrayFieldVector.mapMultiply,17,2,4,11.76470588235294,23.52941176470588,0,0
@@ org.apache.commons.math3.linear.ArrayFieldVector.mapMultiplyToSelf,14,2,4,14.285714285714285,28.57142857142857,0,1
@@ org.apache.commons.math3.linear.ArrayFieldVector.mapDivide,17,2,4,11.76470588235294,23.52941176470588,0,0
@@ org.apache.commons.math3.linear.ArrayFieldVector.mapDivideToSelf,14,2,4,14.285714285714285,28.57142857142857,0,0
@@ org.apache.commons.math3.linear.ArrayFieldVector.mapInv,17,2,4,11.76470588235294,23.52941176470588,0,0
@@ org.apache.commons.math3.linear.ArrayFieldVector.mapInvToSelf,14,2,4,14.285714285714285,28.57142857142857,0,0
@@ org.apache.commons.math3.linear.ArrayFieldVector.ebeMultiply,18,2,4,11.11111111111111,22.22222222222222,0,1
@@ org.apache.commons.math3.linear.ArrayFieldVector.ebeDivide,18,2,4,11.11111111111111,22.22222222222222,0,0
@@ org.apache.commons.math3.linear.ArrayFieldVector.dotProduct,18,2,4,11.11111111111111,22.22222222222222,0,0
@@ org.apache.commons.math3.linear.ArrayFieldVector.outerProduct,24,5,9,20.833333333333336,37.5,0,1
@@ org.apache.commons.math3.linear.ArrayFieldVector.getSubVector,9,2,2,22.22222222222222,22.22222222222222,0,0
@@ org.apache.commons.math3.linear.ArrayFieldVector.checkVectorDimensions,9,2,2,22.22222222222222,22.22222222222222,0,0
@@ org.apache.commons.math3.linear.ArrayFieldVector.equals,33,8,16,24.242424242424242,48.484848484848484,0,1
@@ org.apache.commons.math3.linear.ArrayFieldVector.hashCode,13,2,4,15.384615384615385,30.76923076923077,0,1
@@ org.apache.commons.math3.linear.ArrayFieldVector.checkIndex,9,3,5,33.33333333333333,55.55555555555556,0,0
@@ org.apache.commons.math3.linear.RealVector$SparseEntryIterator.<init>,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.linear.RealVector$SparseEntryIterator.advance,18,6,8,33.33333333333333,44.44444444444444,0,1
@@ org.apache.commons.math3.linear.RealVector$SparseEntryIterator.hasNext,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.math3.linear.RealVector$SparseEntryIterator.next,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.<init>,34,8,16,23.52941176470588,47.05882352941176,0,2
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.<init>,11,2,4,18.181818181818183,36.36363636363637,0,0
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.add,28,4,7,14.285714285714285,25.0,0,2
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.subtract,28,4,7,14.285714285714285,25.0,0,2
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.multiply,42,7,12,16.666666666666664,28.57142857142857,0,9
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.setSubMatrix,55,10,20,18.181818181818183,36.36363636363637,0,2
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.getRowDimension,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.getColumnDimension,10,3,5,30.0,50.0,0,1
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.operate,36,5,8,13.88888888888889,22.22222222222222,0,3
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.preMultiply,36,6,10,16.666666666666664,27.77777777777778,0,2
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.walkInRowOrder,25,5,9,20.0,36.0,0,1
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.walkInRowOrder,25,5,9,20.0,36.0,0,1
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.walkInRowOrder,26,5,9,19.230769230769234,34.61538461538461,0,1
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.walkInRowOrder,26,5,9,19.230769230769234,34.61538461538461,0,1
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.walkInColumnOrder,22,5,9,22.727272727272727,40.909090909090914,0,1
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.walkInColumnOrder,22,5,9,22.727272727272727,40.909090909090914,0,1
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.walkInColumnOrder,23,5,9,21.73913043478261,39.130434782608695,0,1
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.walkInColumnOrder,23,5,9,21.73913043478261,39.130434782608695,0,1
@@ org.apache.commons.math3.linear.Array2DRowFieldMatrix.copyOut,12,2,4,16.666666666666664,33.33333333333333,0,1
@@ org.apache.commons.math3.linear.CholeskyDecomposition$Solver.solve,60,10,16,16.666666666666664,26.666666666666668,0,5
@@ org.apache.commons.math3.linear.CholeskyDecomposition$Solver.solve,106,18,28,16.9811320754717,26.41509433962264,0,16
@@ org.apache.commons.math3.linear.RealVector$1.hasNext,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.linear.RealVector$1.next,9,2,2,22.22222222222222,22.22222222222222,0,0
@@ org.apache.commons.math3.linear.SchurTransformer.<init>,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.linear.SchurTransformer.getP,9,2,3,22.22222222222222,33.33333333333333,0,0
@@ org.apache.commons.math3.linear.SchurTransformer.getPT,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.math3.linear.SchurTransformer.getT,9,2,3,22.22222222222222,33.33333333333333,0,0
@@ org.apache.commons.math3.linear.SchurTransformer.transform,128,30,55,23.4375,42.96875,0,27
@@ org.apache.commons.math3.linear.SchurTransformer.getNorm,30,5,11,16.666666666666664,36.666666666666664,0,2
@@ org.apache.commons.math3.linear.SchurTransformer.findSmallSubDiagonalElement,29,9,16,31.03448275862069,55.172413793103445,0,1
@@ org.apache.commons.math3.linear.SchurTransformer.computeShift,82,12,32,14.634146341463413,39.02439024390244,0,4
@@ org.apache.commons.math3.linear.SchurTransformer.initQRStep,39,6,14,15.384615384615385,35.8974358974359,0,2
@@ org.apache.commons.math3.linear.SchurTransformer.performDoubleQRStep,278,70,138,25.179856115107913,49.64028776978417,0,116
@@ org.apache.commons.math3.linear.LUDecomposition$Solver.isNonSingular,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.math3.linear.LUDecomposition$Solver.solve,77,14,23,18.181818181818183,29.87012987012987,0,6
@@ org.apache.commons.math3.linear.LUDecomposition$Solver.solve,124,22,35,17.741935483870968,28.225806451612907,0,16
@@ org.apache.commons.math3.distribution.FDistribution.<init>,12,3,4,25.0,33.33333333333333,0,0
@@ org.apache.commons.math3.distribution.FDistribution.cumulativeProbability,8,2,2,25.0,25.0,0,1
@@ org.apache.commons.math3.distribution.FDistribution.getNumericalMean,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.math3.distribution.FDistribution.getNumericalVariance,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.math3.distribution.FDistribution.calculateNumericalVariance,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.math3.distribution.MixtureMultivariateRealDistribution.<init>,44,9,21,20.454545454545457,47.72727272727273,0,3
@@ org.apache.commons.math3.distribution.MixtureMultivariateRealDistribution.density,18,2,4,11.11111111111111,22.22222222222222,0,0
@@ org.apache.commons.math3.distribution.MixtureMultivariateRealDistribution.sample,34,9,15,26.47058823529412,44.11764705882353,0,1
@@ org.apache.commons.math3.distribution.MixtureMultivariateRealDistribution.reseedRandomGenerator,13,2,4,15.384615384615385,30.76923076923077,0,1
@@ org.apache.commons.math3.distribution.MixtureMultivariateRealDistribution.getComponents,15,2,4,13.333333333333334,26.666666666666668,0,0
@@ org.apache.commons.math3.distribution.LevyDistribution.density,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.math3.distribution.LevyDistribution.cumulativeProbability,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.math3.distribution.LevyDistribution.inverseCumulativeProbability,9,3,5,33.33333333333333,55.55555555555556,0,0
@@ org.apache.commons.math3.distribution.GeometricDistribution.<init>,8,3,5,37.5,62.5,0,0
@@ org.apache.commons.math3.distribution.GeometricDistribution.probability,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.distribution.GeometricDistribution.cumulativeProbability,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.distribution.PascalDistribution.<init>,12,4,7,33.33333333333333,58.333333333333336,0,0
@@ org.apache.commons.math3.distribution.PascalDistribution.probability,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.distribution.PascalDistribution.cumulativeProbability,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.distribution.LogNormalDistribution.<init>,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.distribution.LogNormalDistribution.density,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.distribution.LogNormalDistribution.cumulativeProbability,17,4,6,23.52941176470588,35.294117647058826,0,0
@@ org.apache.commons.math3.distribution.LogNormalDistribution.probability,20,4,7,20.0,35.0,0,1
@@ org.apache.commons.math3.distribution.ExponentialDistribution.<init>,7,2,2,28.57142857142857,28.57142857142857,0,1
@@ org.apache.commons.math3.distribution.ExponentialDistribution.density,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.distribution.ExponentialDistribution.cumulativeProbability,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.distribution.ExponentialDistribution.inverseCumulativeProbability,12,4,7,33.33333333333333,58.333333333333336,0,1
@@ org.apache.commons.math3.distribution.ExponentialDistribution.sample,46,8,16,17.391304347826086,34.78260869565217,0,2
@@ org.apache.commons.math3.distribution.EnumeratedRealDistribution.<init>,21,3,5,14.285714285714285,23.809523809523807,0,1
@@ org.apache.commons.math3.distribution.EnumeratedRealDistribution.cumulativeProbability,12,3,6,25.0,50.0,0,1
@@ org.apache.commons.math3.distribution.EnumeratedRealDistribution.getNumericalMean,7,2,4,28.57142857142857,57.14285714285714,0,0
@@ org.apache.commons.math3.distribution.EnumeratedRealDistribution.getNumericalVariance,11,2,4,18.181818181818183,36.36363636363637,0,0
@@ org.apache.commons.math3.distribution.EnumeratedRealDistribution.getSupportLowerBound,14,5,10,35.714285714285715,71.42857142857143,0,1
@@ org.apache.commons.math3.distribution.EnumeratedRealDistribution.getSupportUpperBound,14,5,10,35.714285714285715,71.42857142857143,0,1
@@ org.apache.commons.math3.distribution.KolmogorovSmirnovDistribution.<init>,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.distribution.KolmogorovSmirnovDistribution.cdf,44,11,17,25.0,38.63636363636363,0,1
@@ org.apache.commons.math3.distribution.KolmogorovSmirnovDistribution.exactK,16,2,4,12.5,25.0,0,0
@@ org.apache.commons.math3.distribution.KolmogorovSmirnovDistribution.roundedK,40,7,12,17.5,30.0,0,2
@@ org.apache.commons.math3.distribution.KolmogorovSmirnovDistribution.createH,117,34,54,29.059829059829063,46.15384615384615,0,15
@@ org.apache.commons.math3.distribution.CauchyDistribution.<init>,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.distribution.CauchyDistribution.inverseCumulativeProbability,16,5,9,31.25,56.25,0,0
@@ org.apache.commons.math3.distribution.BinomialDistribution.<init>,12,4,7,33.33333333333333,58.333333333333336,0,0
@@ org.apache.commons.math3.distribution.BinomialDistribution.probability,14,3,5,21.428571428571427,35.714285714285715,0,0
@@ org.apache.commons.math3.distribution.BinomialDistribution.cumulativeProbability,15,3,4,20.0,26.666666666666668,0,0
@@ org.apache.commons.math3.distribution.BinomialDistribution.getSupportLowerBound,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.math3.distribution.BinomialDistribution.getSupportUpperBound,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.math3.distribution.UniformIntegerDistribution.<init>,10,2,2,20.0,20.0,0,1
@@ org.apache.commons.math3.distribution.UniformIntegerDistribution.probability,15,3,4,20.0,26.666666666666668,0,0
@@ org.apache.commons.math3.distribution.UniformIntegerDistribution.cumulativeProbability,16,3,4,18.75,25.0,0,0
@@ org.apache.commons.math3.distribution.UniformIntegerDistribution.sample,21,3,4,14.285714285714285,19.047619047619047,0,0
@@ org.apache.commons.math3.distribution.HypergeometricDistribution.<init>,30,6,10,20.0,33.33333333333333,0,1
@@ org.apache.commons.math3.distribution.HypergeometricDistribution.cumulativeProbability,14,3,4,21.428571428571427,28.57142857142857,0,1
@@ org.apache.commons.math3.distribution.HypergeometricDistribution.probability,15,3,5,20.0,33.33333333333333,0,0
@@ org.apache.commons.math3.distribution.HypergeometricDistribution.upperCumulativeProbability,14,3,4,21.428571428571427,28.57142857142857,0,0
@@ org.apache.commons.math3.distribution.HypergeometricDistribution.innerCumulativeProbability,14,2,4,14.285714285714285,28.57142857142857,0,0
@@ org.apache.commons.math3.distribution.HypergeometricDistribution.getNumericalVariance,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.math3.distribution.ZipfDistribution.<init>,11,3,4,27.27272727272727,36.36363636363637,0,0
@@ org.apache.commons.math3.distribution.ZipfDistribution.probability,12,3,4,25.0,33.33333333333333,0,0
@@ org.apache.commons.math3.distribution.ZipfDistribution.cumulativeProbability,12,3,4,25.0,33.33333333333333,0,0
@@ org.apache.commons.math3.distribution.ZipfDistribution.getNumericalMean,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.math3.distribution.ZipfDistribution.getNumericalVariance,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.math3.distribution.ZipfDistribution.generalizedHarmonic,11,2,3,18.181818181818183,27.27272727272727,0,0
@@ org.apache.commons.math3.distribution.UniformRealDistribution.<init>,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.math3.distribution.UniformRealDistribution.density,15,3,4,20.0,26.666666666666668,0,0
@@ org.apache.commons.math3.distribution.UniformRealDistribution.cumulativeProbability,16,3,4,18.75,25.0,0,0
@@ org.apache.commons.math3.distribution.UniformRealDistribution.inverseCumulativeProbability,9,3,5,33.33333333333333,55.55555555555556,0,1
@@ org.apache.commons.math3.distribution.WeibullDistribution.<init>,12,3,4,25.0,33.33333333333333,0,1
@@ org.apache.commons.math3.distribution.WeibullDistribution.density,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.distribution.WeibullDistribution.cumulativeProbability,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.distribution.WeibullDistribution.inverseCumulativeProbability,16,5,9,31.25,56.25,0,0
@@ org.apache.commons.math3.distribution.WeibullDistribution.getNumericalMean,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.math3.distribution.WeibullDistribution.getNumericalVariance,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.math3.distribution.GammaDistribution.<init>,12,3,4,25.0,33.33333333333333,0,0
@@ org.apache.commons.math3.distribution.GammaDistribution.density,27,4,7,14.814814814814813,25.925925925925924,0,0
@@ org.apache.commons.math3.distribution.GammaDistribution.cumulativeProbability,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.distribution.GammaDistribution.sample,66,8,13,12.121212121212121,19.696969696969695,0,4
@@ org.apache.commons.math3.distribution.MixtureMultivariateNormalDistribution.createComponents,13,2,4,15.384615384615385,30.76923076923077,0,0
@@ org.apache.commons.math3.distribution.NormalDistribution.<init>,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.math3.distribution.NormalDistribution.cumulativeProbability,12,3,4,25.0,33.33333333333333,0,0
@@ org.apache.commons.math3.distribution.NormalDistribution.inverseCumulativeProbability,10,3,5,30.0,50.0,0,0
@@ org.apache.commons.math3.distribution.NormalDistribution.probability,13,2,2,15.384615384615385,15.384615384615385,0,0
@@ org.apache.commons.math3.distribution.ParetoDistribution.<init>,12,3,4,25.0,33.33333333333333,0,1
@@ org.apache.commons.math3.distribution.ParetoDistribution.density,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.math3.distribution.ParetoDistribution.cumulativeProbability,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.math3.distribution.ParetoDistribution.getNumericalMean,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.distribution.ParetoDistribution.getNumericalVariance,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.distribution.PoissonDistribution.<init>,9,2,2,22.22222222222222,22.22222222222222,0,0
@@ org.apache.commons.math3.distribution.PoissonDistribution.probability,14,4,7,28.57142857142857,50.0,0,1
@@ org.apache.commons.math3.distribution.PoissonDistribution.cumulativeProbability,9,3,4,33.33333333333333,44.44444444444444,0,0
@@ org.apache.commons.math3.distribution.PoissonDistribution.nextPoisson,125,29,60,23.200000000000003,48.0,0,20
@@ org.apache.commons.math3.distribution.EnumeratedDistribution.<init>,25,6,12,24.0,48.0,0,2
@@ org.apache.commons.math3.distribution.EnumeratedDistribution.probability,40,12,25,30.0,62.5,0,3
@@ org.apache.commons.math3.distribution.EnumeratedDistribution.getPmf,15,2,4,13.333333333333334,26.666666666666668,0,0
@@ org.apache.commons.math3.distribution.EnumeratedDistribution.sample,26,5,10,19.230769230769234,38.46153846153847,0,0
@@ org.apache.commons.math3.distribution.EnumeratedDistribution.sample,16,3,5,18.75,31.25,0,0
@@ org.apache.commons.math3.distribution.EnumeratedDistribution.sample,27,6,11,22.22222222222222,40.74074074074074,0,0
@@ org.apache.commons.math3.distribution.TriangularDistribution.<init>,25,4,6,16.0,24.0,0,1
@@ org.apache.commons.math3.distribution.TriangularDistribution.density,49,8,12,16.3265306122449,24.489795918367346,0,2
@@ org.apache.commons.math3.distribution.TriangularDistribution.cumulativeProbability,50,8,12,16.0,24.0,0,2
@@ org.apache.commons.math3.distribution.TriangularDistribution.inverseCumulativeProbability,33,6,11,18.181818181818183,33.33333333333333,0,1
@@ org.apache.commons.math3.distribution.MultivariateNormalDistribution.<init>,84,18,33,21.428571428571427,39.285714285714285,0,7
@@ org.apache.commons.math3.distribution.MultivariateNormalDistribution.density,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.math3.distribution.MultivariateNormalDistribution.getStandardDeviations,11,2,4,18.181818181818183,36.36363636363637,0,0
@@ org.apache.commons.math3.distribution.MultivariateNormalDistribution.sample,26,4,7,15.384615384615385,26.923076923076923,0,1
@@ org.apache.commons.math3.distribution.MultivariateNormalDistribution.getExponentTerm,28,4,7,14.285714285714285,25.0,0,0
@@ org.apache.commons.math3.distribution.SaddlePointExpansion.getStirlingError,13,3,4,23.076923076923077,30.76923076923077,0,1
@@ org.apache.commons.math3.distribution.SaddlePointExpansion.getDeviancePart,27,3,5,11.11111111111111,18.51851851851852,0,1
@@ org.apache.commons.math3.distribution.SaddlePointExpansion.logBinomialProbability,29,5,8,17.24137931034483,27.586206896551722,0,1
@@ org.apache.commons.math3.distribution.TDistribution.<init>,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.distribution.TDistribution.cumulativeProbability,12,3,4,25.0,33.33333333333333,0,1
@@ org.apache.commons.math3.distribution.TDistribution.getNumericalMean,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.math3.distribution.TDistribution.getNumericalVariance,7,4,6,57.14285714285714,85.71428571428571,0,0
@@ org.apache.commons.math3.distribution.EnumeratedIntegerDistribution.<init>,21,3,5,14.285714285714285,23.809523809523807,0,1
@@ org.apache.commons.math3.distribution.EnumeratedIntegerDistribution.cumulativeProbability,12,3,6,25.0,50.0,0,1
@@ org.apache.commons.math3.distribution.EnumeratedIntegerDistribution.getNumericalMean,7,2,4,28.57142857142857,57.14285714285714,0,0
@@ org.apache.commons.math3.distribution.EnumeratedIntegerDistribution.getNumericalVariance,11,2,4,18.181818181818183,36.36363636363637,0,0
@@ org.apache.commons.math3.distribution.EnumeratedIntegerDistribution.getSupportLowerBound,14,5,10,35.714285714285715,71.42857142857143,0,1
@@ org.apache.commons.math3.distribution.EnumeratedIntegerDistribution.getSupportUpperBound,14,5,10,35.714285714285715,71.42857142857143,0,1
@@ org.apache.commons.math3.distribution.BetaDistribution.recomputeZ,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.distribution.BetaDistribution.density,27,7,12,25.925925925925924,44.44444444444444,0,1
@@ org.apache.commons.math3.distribution.BetaDistribution.cumulativeProbability,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization$DataRow.<init>,16,2,4,12.5,25.0,0,0
@@ org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization$DataRow.equals,9,3,4,33.33333333333333,44.44444444444444,0,1
@@ org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization.<init>,35,8,17,22.857142857142858,48.57142857142857,0,1
@@ org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization.fit,201,36,61,17.91044776119403,30.34825870646766,0,65
@@ org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization.estimate,69,12,20,17.391304347826086,28.985507246376812,0,6
@@ org.apache.commons.math3.optim.SimpleVectorValueChecker.<init>,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.optim.SimpleVectorValueChecker.converged,34,9,16,26.47058823529412,47.05882352941176,0,2
@@ org.apache.commons.math3.optim.PointValuePair.<init>,7,3,5,42.857142857142854,71.42857142857143,0,1
@@ org.apache.commons.math3.optim.PointValuePair.getPoint,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.math3.optim.PointVectorValuePair.<init>,11,6,9,54.54545454545454,81.81818181818183,0,1
@@ org.apache.commons.math3.optim.PointVectorValuePair.getPoint,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.math3.optim.PointVectorValuePair.getValue,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.math3.optim.SimpleValueChecker.<init>,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.math3.optim.SimpleValueChecker.converged,22,6,9,27.27272727272727,40.909090909090914,0,1
@@ org.apache.commons.math3.optim.MaxIter.<init>,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.optim.MaxEval.<init>,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.optim.SimplePointChecker.<init>,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.optim.SimplePointChecker.converged,34,9,16,26.47058823529412,47.05882352941176,0,2
@@ org.apache.commons.math3.optim.linear.SimplexSolver.getPivotColumn,22,5,12,22.727272727272727,54.54545454545454,0,2
@@ org.apache.commons.math3.optim.linear.SimplexSolver.getPivotRow,120,38,73,31.666666666666664,60.83333333333333,0,17
@@ org.apache.commons.math3.optim.linear.SimplexSolver.doIteration,24,6,11,25.0,45.83333333333333,0,1
@@ org.apache.commons.math3.optim.linear.SimplexSolver.solvePhase1,12,4,6,33.33333333333333,50.0,0,0
@@ org.apache.commons.math3.optim.linear.SimplexSolver.doOptimize,5,1,2,20.0,40.0,0,0
@@ org.apache.commons.math3.optim.linear.LinearConstraintSet.<init>,11,2,4,18.181818181818183,36.36363636363637,0,0
@@ org.apache.commons.math3.optim.linear.SimplexTableau.<init>,12,4,5,33.33333333333333,41.66666666666667,0,0
@@ org.apache.commons.math3.optim.linear.SimplexTableau.initializeColumnLabels,44,10,14,22.727272727272727,31.818181818181817,0,2
@@ org.apache.commons.math3.optim.linear.SimplexTableau.createTableau,91,26,34,28.57142857142857,37.362637362637365,0,11
@@ org.apache.commons.math3.optim.linear.SimplexTableau.normalizeConstraints,6,1,2,16.666666666666664,33.33333333333333,0,1
@@ org.apache.commons.math3.optim.linear.SimplexTableau.normalize,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.math3.optim.linear.SimplexTableau.getNumObjectiveFunctions,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.math3.optim.linear.SimplexTableau.getConstraintTypeCounts,11,3,6,27.27272727272727,54.54545454545454,0,1
@@ org.apache.commons.math3.optim.linear.SimplexTableau.getInvertedCoefficientSum,13,2,4,15.384615384615385,30.76923076923077,0,0
@@ org.apache.commons.math3.optim.linear.SimplexTableau.getBasicRow,32,9,19,28.125,59.375,0,2
@@ org.apache.commons.math3.optim.linear.SimplexTableau.dropPhase1Objective,86,19,32,22.093023255813954,37.2093023255814,0,9
@@ org.apache.commons.math3.optim.linear.SimplexTableau.isOptimal,18,4,8,22.22222222222222,44.44444444444444,0,1
@@ org.apache.commons.math3.optim.linear.SimplexTableau.getSolution,63,21,30,33.33333333333333,47.61904761904761,0,9
@@ org.apache.commons.math3.optim.linear.SimplexTableau.divideRow,12,2,4,16.666666666666664,33.33333333333333,0,1
@@ org.apache.commons.math3.optim.linear.SimplexTableau.subtractRow,26,4,6,15.384615384615385,23.076923076923077,0,1
@@ org.apache.commons.math3.optim.linear.SimplexTableau.equals,79,12,22,15.18987341772152,27.848101265822784,0,3
@@ org.apache.commons.math3.optim.linear.LinearConstraint.<init>,16,2,4,12.5,25.0,0,0
@@ org.apache.commons.math3.optim.linear.LinearConstraint.equals,31,6,10,19.35483870967742,32.25806451612903,0,1
@@ org.apache.commons.math3.optim.linear.Relationship.oppositeRelationship,9,3,3,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.optim.linear.LinearObjectiveFunction.equals,23,5,8,21.73913043478261,34.78260869565217,0,1
@@ org.apache.commons.math3.optim.univariate.BracketFinder.<init>,10,3,4,30.0,40.0,0,0
@@ org.apache.commons.math3.optim.univariate.BracketFinder.search,254,57,130,22.440944881889763,51.181102362204726,0,64
@@ org.apache.commons.math3.optim.univariate.BrentOptimizer.<init>,12,3,4,25.0,33.33333333333333,0,1
@@ org.apache.commons.math3.optim.univariate.BrentOptimizer.doOptimize,452,192,319,42.47787610619469,70.57522123893806,0,309
@@ org.apache.commons.math3.optim.univariate.BrentOptimizer.best,20,6,10,30.0,50.0,0,1
@@ org.apache.commons.math3.optim.univariate.SearchInterval.<init>,21,4,7,19.047619047619047,33.33333333333333,0,0
@@ org.apache.commons.math3.optim.univariate.MultiStartUnivariateOptimizer$1.compare,16,5,8,31.25,50.0,0,1
@@ org.apache.commons.math3.optim.univariate.SimpleUnivariateValueChecker.<init>,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.optim.univariate.SimpleUnivariateValueChecker.converged,22,6,9,27.27272727272727,40.909090909090914,0,1
@@ org.apache.commons.math3.optim.univariate.MultiStartUnivariateOptimizer.<init>,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.optim.univariate.MultiStartUnivariateOptimizer.getOptima,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.optim.univariate.MultiStartUnivariateOptimizer.doOptimize,88,22,41,25.0,46.590909090909086,0,6
@@ org.apache.commons.math3.optim.nonlinear.scalar.LeastSquaresConverter.<init>,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.math3.optim.nonlinear.scalar.LeastSquaresConverter.<init>,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.math3.optim.nonlinear.scalar.LeastSquaresConverter.value,71,9,19,12.676056338028168,26.76056338028169,0,3
@@ org.apache.commons.math3.optim.nonlinear.scalar.MultiStartMultivariateOptimizer$1.compare,16,5,8,31.25,50.0,0,0
@@ org.apache.commons.math3.optim.nonlinear.scalar.MultivariateFunctionMappingAdapter.<init>,77,15,33,19.480519480519483,42.857142857142854,0,6
